"","rn","SYSTEM","RELEASE","CLASS","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","NPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC","nextClass","nextLCOM","deltaLCOM","absDeltaLCOM"
"781","378233","tomcat","8.0.37","org.apache.coyote.Processor",15,1,0,20,15,105,14,6,15,2,15,0,0,0,0.28,0,0,0,"org.apache.coyote.Processor",45,-60,60
"782","378360","tomcat","7.0.5","org.apache.coyote.ProtocolHandler",12,1,0,3,12,66,2,1,12,2,12,0,0,0,0.3333,0,0,0,"org.apache.coyote.ProtocolHandler",36,-30,30
"783","378444","tomcat","3.3.2","org.apache.coyote.Request",57,1,0,15,90,1360,6,12,57,0.9587,661,1,4,0,0.1386,0,0,9.9825,"org.apache.coyote.Request",798,-562,562
"784","378829","tomcat","4.1.40","org.apache.coyote.RequestInfo",33,1,0,5,52,316,2,5,32,0.9219,269,0.5833,3,0,0.2222,0,0,6.7879,"org.apache.coyote.RequestInfo",160,-156,156
"785","379023","tomcat","4.1.40","org.apache.coyote.Response",46,1,0,11,76,787,6,7,44,0.9037,696,0.9444,3,0,0.1179,0,0,13.7391,"org.apache.coyote.Response",548,-239,239
"786","379392","tomcat","4.0.5","org.apache.coyote.tomcat4.CoyoteConnector",55,1,0,20,99,1285,1,20,52,0.9606,764,1,2,0,0.1626,0,0,12.3273,"org.apache.coyote.tomcat4.CoyoteConnector",1231,-54,54
"787","379496","tomcat","4.1.24","org.apache.coyote.tomcat4.CoyoteRequest",113,1,0,24,246,5174,5,21,107,0.9576,1938,1,3,0,0.0843,0,0,15.8053,"org.apache.coyote.tomcat4.CoyoteRequest",5122,-52,52
"788","379654","tomcat","4.0.5","org.apache.coyote.tomcat4.OutputBuffer",33,2,0,9,72,114,3,6,29,825,640,0.7,1,0.3023,0.2148,1,2,17.7879,"org.apache.coyote.tomcat4.OutputBuffer",82,-32,32
"789","379747","tomcat","5.0.8","org.apache.coyote.tomcat5.CoyoteConnector",114,1,0,26,204,6167,2,25,106,0.9288,1692,0.9167,6,0,0.1164,0,0,13.6316,"org.apache.coyote.tomcat5.CoyoteConnector",5181,-986,986
"790","380053","tomcat","5.0.16","org.apache.coyote.tomcat5.CoyoteRequest",135,1,0,48,296,7391,17,33,123,0.9622,2568,1,12,0,0.0649,0,0,17.6741,"org.apache.coyote.tomcat5.CoyoteRequest",7249,-142,142
"791","380541","tomcat","5.0.22","org.apache.coyote.tomcat5.CoyoteResponse",73,1,0,29,201,1494,9,24,67,0.9014,1440,1,7,0,112,0,0,18.4521,"org.apache.coyote.tomcat5.CoyoteResponse",1422,-72,72
"792","381440","tomcat","5.5.36","org.apache.jk.apr.AprImpl",31,0,0,10,65,413,5,5,29,0.9111,320,0.0833,1,0,0.2571,0,0,8.9355,"org.apache.jk.apr.AprImpl",383,-30,30
"793","381922","tomcat","4.1.40","org.apache.jk.common.ChannelJni",11,0,0,10,46,21,0,10,9,0.7333,292,0.3333,0,0,0.3667,0,0,25.2727,"org.apache.jk.common.ChannelJni",0,-21,21
"794","382037","tomcat","5.5.36","org.apache.jk.common.ChannelNioSocket",70,0,0,17,181,1855,4,17,59,931,1474,0.5517,0,0,0.0987,0,0,19.6429,"org.apache.jk.common.ChannelNioSocket",1593,-262,262
"795","382402","tomcat","4.1.40","org.apache.jk.common.ChannelSocket",64,0,0,18,172,1426,2,18,58,915,1611,0.5357,0,0,0.1101,0,0,23.7344,"org.apache.jk.common.ChannelSocket",523,-903,903
"796","382618","tomcat","4.1.40","org.apache.jk.common.ChannelUn",20,0,0,18,85,112,2,18,16,0.9386,730,0.0556,0,0,307,0,0,34.6,"org.apache.jk.common.ChannelUn",53,-59,59
"797","382838","tomcat","4.1.40","org.apache.jk.common.HandlerRequest",23,0,0,20,154,149,0,20,15,0.8818,1285,0.8,1,0,0.2987,0,0,54.2174,"org.apache.jk.common.HandlerRequest",39,-110,110
"798","382942","tomcat","4.1.31","org.apache.jk.common.JkInputStream",20,2,0,9,58,36,2,7,16,786,775,0.0667,2,0.3333,218,1,2,37,"org.apache.jk.common.JkInputStream",0,-36,36
"799","383058","tomcat","4.1.40","org.apache.jk.common.JkMX",32,0,0,3,66,344,0,3,27,0.8839,931,0.7333,0,0,0.2839,0,0,27.625,"org.apache.jk.common.JkMX",17,-327,327
"800","383168","tomcat","4.1.40","org.apache.jk.common.JniHandler",18,0,3,16,80,57,3,13,12,0.8706,605,0.5,1,0,0.2941,0,0,32.0556,"org.apache.jk.common.JniHandler",21,-36,36
"801","383487","tomcat","5.5.36","org.apache.jk.common.MsgAjp",29,0,0,12,66,86,6,6,23,0.6726,954,0.8333,0,0,0.2245,0,0,31.6897,"org.apache.jk.common.MsgAjp",6,-80,80
"802","383528","tomcat","4.1.31","org.apache.jk.common.Shm",23,0,1,11,63,181,1,10,21,0.8879,575,0.0667,0,0,0.2532,0,0,23.3478,"org.apache.jk.common.Shm",147,-34,34
"803","383969","tomcat","5.5.36","org.apache.jk.config.ApacheConfig",26,0,0,7,77,169,0,7,8,0.9227,1391,0.5333,0,0,0.3733,0,0,51.9231,"org.apache.jk.config.ApacheConfig",144,-25,25
"804","384040","tomcat","5.5.36","org.apache.jk.config.BaseJkConfig",34,1,3,14,79,521,3,11,17,0.9347,721,0.9231,0,0,0.1928,0,0,19.8235,"org.apache.jk.config.BaseJkConfig",488,-33,33
"805","384991","tomcat","4.1.40","org.apache.jk.core.JkHandler",26,1,1,5,42,297,3,4,26,0.9875,213,0.5625,2,0,0.1346,0,0,6.5769,"org.apache.jk.core.JkHandler",102,-195,195
"806","385111","tomcat","3.3.2","org.apache.jk.core.Msg",23,1,1,16,33,253,14,2,22,2,128,0,0,0,0.2464,0,0,4.5652,"org.apache.jk.core.Msg",210,-43,43
"807","385315","tomcat","4.1.40","org.apache.jk.core.MsgContext",37,1,0,17,93,562,3,16,34,0.9606,610,0.6667,4,0,0.1303,0,0,14.8378,"org.apache.jk.core.MsgContext",244,-318,318
"808","385597","tomcat","3.3.2","org.apache.jk.server.JkCoyoteHandler",22,0,0,25,137,111,2,25,18,888,1066,0.2353,1,0,0.1587,0,0,46.6818,"org.apache.jk.server.JkCoyoteHandler",59,-52,52
"809","385761","tomcat","3.3.2","org.apache.jk.server.JkMain",46,1,0,7,129,617,1,6,36,899,1416,0.2273,2,0,0.1556,0,0,29.3043,"org.apache.jk.server.JkMain",192,-425,425
"810","385919","tomcat","5.5.20","org.apache.jk.status.JkServer",9,1,0,2,10,28,2,0,9,875,44,0,0,0,0.7222,0,0,3.4444,"org.apache.jk.status.JkServer",6,-22,22
"811","387899","tomcat","7.0.72","org.apache.juli.logging.DirectJDKLog",23,1,0,2,39,197,1,1,19,0.8068,251,0.75,0,0,0.3909,0,0,9.7391,"org.apache.juli.logging.DirectJDKLog",175,-22,22
"812","388241","tomcat","7.0.72","org.apache.juli.logging.LogFactory",16,1,0,3,36,84,0,3,13,0.9333,119,0.1667,1,0,0.2222,0,0,6.0625,"org.apache.juli.logging.LogFactory",26,-58,58
"813","388951","tomcat","7.0.72","org.apache.naming.ContextBindings",23,1,0,8,38,155,6,2,19,0.7045,326,1,1,0,0.2273,0,0,12.913,"org.apache.naming.ContextBindings",22,-133,133
"814","392196","tomcat","7.0.30","org.apache.naming.resources.BaseDirContext",82,1,2,12,145,3045,5,10,76,0.9293,1132,1,1,0,0.1556,0,0,12.6707,"org.apache.naming.resources.BaseDirContext",3013,-32,32
"815","393596","tomcat","7.0.30","org.apache.naming.resources.WARDirContext",34,0,0,10,97,445,3,9,23,0.7576,697,1,1,0,171,0,0,19.4118,"org.apache.naming.resources.WARDirContext",400,-45,45
"816","393785","tomcat","6.0.18","org.apache.naming.SelectorContext",35,1,0,4,87,573,1,3,31,0.5441,373,0.5,1,0,0.3431,0,0,9.4857,"org.apache.naming.SelectorContext",453,-120,120
"817","394007","tomcat","6.0.45","org.apache.naming.StringManager",9,1,0,8,26,32,7,1,7,0.5,230,1,0,0,625,0,0,24.3333,"org.apache.naming.StringManager",4,-28,28
"818","395509","tomcat","6.0.26","org.apache.tomcat.dbcp.dbcp.datasources.CPDSConnectionFactory",14,1,0,5,52,47,1,4,14,0.8034,420,1,1,0,0.3163,0,0,28.3571,"org.apache.tomcat.dbcp.dbcp.datasources.CPDSConnectionFactory",20,-27,27
"819","397280","tomcat","6.0.26","org.apache.tomcat.dbcp.dbcp.PoolableConnectionFactory",21,1,0,12,51,24,2,10,21,705,632,0.9,4,0,316,0,0,28.619,"org.apache.tomcat.dbcp.dbcp.PoolableConnectionFactory",0,-24,24
"820","397976","tomcat","8.0.0-RC10","org.apache.tomcat.dbcp.dbcp2.BasicDataSource",112,1,0,17,224,4656,1,16,98,949,1724,1,2,0,0.0923,0,0,14.0268,"org.apache.tomcat.dbcp.dbcp2.BasicDataSource",3220,-1436,1436
"821","398279","tomcat","8.0.0-RC5","org.apache.tomcat.dbcp.dbcp2.cpdsadapter.DriverAdapterCPDS",40,1,0,5,79,684,0,5,38,0.8934,751,1,0,0,0.1538,0,0,17.3,"org.apache.tomcat.dbcp.dbcp2.cpdsadapter.DriverAdapterCPDS",613,-71,71
"822","398476","tomcat","8.0.0-RC1","org.apache.tomcat.dbcp.dbcp2.datasources.CPDSConnectionFactory",21,1,0,8,68,138,1,7,19,825,497,1,1,0,0.1775,0,0,22.1905,"org.apache.tomcat.dbcp.dbcp2.datasources.CPDSConnectionFactory",48,-90,90
"823","398517","tomcat","8.0.0-RC10","org.apache.tomcat.dbcp.dbcp2.datasources.InstanceKeyDataSource",55,1,2,8,97,1309,5,4,47,0.9459,801,1,0,0,0.1273,0,0,13.1091,"org.apache.tomcat.dbcp.dbcp2.datasources.InstanceKeyDataSource",1220,-89,89
"824","398601","tomcat","8.0.3","org.apache.tomcat.dbcp.dbcp2.datasources.KeyedCPDSConnectionFactory",21,1,0,9,69,146,1,8,20,0.7875,478,1,1,0,0.2251,0,0,21.381,"org.apache.tomcat.dbcp.dbcp2.datasources.KeyedCPDSConnectionFactory",126,-20,20
"825","398671","tomcat","8.0.0-RC10","org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource",39,0,0,15,118,607,1,15,25,0.9079,893,1,0,0,0.1974,0,0,21.5897,"org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource",428,-179,179
"826","398875","tomcat","8.0.3","org.apache.tomcat.dbcp.dbcp2.datasources.SharedPoolDataSource",16,0,0,11,75,48,1,11,11,0.7889,334,1,2,0,0.2604,0,0,19.5,"org.apache.tomcat.dbcp.dbcp2.datasources.SharedPoolDataSource",14,-34,34
"827","398995","tomcat","8.0.3","org.apache.tomcat.dbcp.dbcp2.DelegatingCallableStatement",115,0,1,3,233,6555,2,2,115,2,1732,0,0,0,0.0938,0,0,14.0609,"org.apache.tomcat.dbcp.dbcp2.DelegatingCallableStatement",6441,-114,114
"828","399115","tomcat","8.0.3","org.apache.tomcat.dbcp.dbcp2.DelegatingPreparedStatement",58,0,2,7,123,1653,5,3,58,2,876,0,0,0,0.1016,0,0,14.1034,"org.apache.tomcat.dbcp.dbcp2.DelegatingPreparedStatement",1596,-57,57
"829","399445","tomcat","8.0.0-RC1","org.apache.tomcat.dbcp.dbcp2.PoolableConnectionFactory",29,1,0,15,84,340,1,14,26,0.8881,552,0.9333,2,0,0.1721,0,0,17.5172,"org.apache.tomcat.dbcp.dbcp2.PoolableConnectionFactory",191,-149,149
"830","401511","tomcat","6.0.45","org.apache.tomcat.dbcp.pool.impl.GenericKeyedObjectPoolFactory",27,1,0,6,29,293,1,5,27,0.8462,384,1,1,0,0.3915,0,0,12.7037,"org.apache.tomcat.dbcp.pool.impl.GenericKeyedObjectPoolFactory",76,-217,217
"831","401955","tomcat","6.0.45","org.apache.tomcat.dbcp.pool.impl.GenericObjectPoolFactory",26,1,0,5,28,267,0,5,26,0.84,370,1,1,0,0.3791,0,0,12.6923,"org.apache.tomcat.dbcp.pool.impl.GenericObjectPoolFactory",64,-203,203
"832","402097","tomcat","6.0.45","org.apache.tomcat.dbcp.pool.impl.StackKeyedObjectPool",30,0,0,5,76,225,1,4,26,0.6743,797,1,1,0,0.3333,0,0,25.2667,"org.apache.tomcat.dbcp.pool.impl.StackKeyedObjectPool",123,-102,102
"833","402821","tomcat","6.0.45","org.apache.tomcat.dbcp.pool.PoolUtils",26,1,0,24,53,325,7,19,25,0.88,385,1,0,0,0.1361,0,0,13.7692,"org.apache.tomcat.dbcp.pool.PoolUtils",300,-25,25
"834","404108","tomcat","8.0.0-RC1","org.apache.tomcat.dbcp.pool2.impl.BaseGenericObjectPool",61,1,2,8,109,1660,3,6,47,0.9686,853,0.7353,3,0,0.1066,0,0,12.4262,"org.apache.tomcat.dbcp.pool2.impl.BaseGenericObjectPool",1400,-260,260
"835","404264","tomcat","8.0.0-RC10","org.apache.tomcat.dbcp.pool2.impl.BaseObjectPoolConfig",30,1,2,5,31,351,5,0,29,0.9815,204,0.5,0,0,0.2966,0,0,4.8667,"org.apache.tomcat.dbcp.pool2.impl.BaseObjectPoolConfig",273,-78,78
"836","404346","tomcat","8.0.0-RC5","org.apache.tomcat.dbcp.pool2.impl.DefaultPooledObject",24,1,1,12,42,128,8,4,24,0.8454,326,1,1,0,0.2153,1,1,12.2083,"org.apache.tomcat.dbcp.pool2.impl.DefaultPooledObject",101,-27,27
"837","404797","tomcat","8.0.35","org.apache.tomcat.dbcp.pool2.impl.GenericKeyedObjectPool",40,0,0,19,180,258,4,16,29,0.7628,1955,1,1,0,0.1861,0,0,47.575,"org.apache.tomcat.dbcp.pool2.impl.GenericKeyedObjectPool",234,-24,24
"838","404942","tomcat","8.0.0-RC10","org.apache.tomcat.dbcp.pool2.impl.GenericObjectPool",36,0,0,18,167,254,2,16,29,0.6794,1304,1,3,0,0.1698,0,0,34.9722,"org.apache.tomcat.dbcp.pool2.impl.GenericObjectPool",201,-53,53
"839","405585","tomcat","8.0.0-RC10","org.apache.tomcat.dbcp.pool2.PooledObject",22,1,0,21,22,231,20,1,22,2,22,0,0,0,0.2045,1,1,0,"org.apache.tomcat.dbcp.pool2.PooledObject",210,-21,21
"840","406869","tomcat","7.0.72","org.apache.tomcat.jdbc.pool.ConnectionPool",53,1,0,26,208,942,17,16,26,0.8245,2295,875,3,0,0.15,0,0,42,"org.apache.tomcat.jdbc.pool.ConnectionPool",875,-67,67
"841","407279","tomcat","7.0.72","org.apache.tomcat.jdbc.pool.DataSourceProxy",142,1,1,9,282,9033,1,8,140,0.6217,1000,1,2,0,0.1188,0,0,6.0211,"org.apache.tomcat.jdbc.pool.DataSourceProxy",8533,-500,500
"842","408198","tomcat","7.0.65","org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReport",16,0,1,10,55,42,1,9,10,0.6,372,1,0,0,0.2467,0,0,21.9375,"org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReport",12,-30,30
"843","409154","tomcat","7.0.72","org.apache.tomcat.jdbc.pool.jmx.ConnectionPool",125,2,0,11,261,7356,4,8,124,0.9274,983,0.3333,1,0.0538,0.1298,1,1,6.768,"org.apache.tomcat.jdbc.pool.jmx.ConnectionPool",6974,-382,382
"844","409622","tomcat","7.0.72","org.apache.tomcat.jdbc.pool.PoolConfiguration",105,1,0,13,105,5460,11,2,105,1.0096,106,0,0,0,164,0,0,0,"org.apache.tomcat.jdbc.pool.PoolConfiguration",5050,-410,410
"845","409849","tomcat","7.0.72","org.apache.tomcat.jdbc.pool.PoolProperties",112,1,0,8,151,5910,3,7,109,982,1149,0.9818,2,0,0.1602,1,1,8.7679,"org.apache.tomcat.jdbc.pool.PoolProperties",5484,-426,426
"846","411073","tomcat","5.5.36","org.apache.tomcat.jni.File",43,1,0,2,44,903,0,2,43,1.0238,115,0,0,0,0.2116,0,0,0.0698,"org.apache.tomcat.jni.File",820,-83,83
"847","412560","tomcat","8.0.21","org.apache.tomcat.jni.Poll",13,1,0,3,14,78,2,1,13,1.0833,27,0,0,0,0.3231,0,0,0.2308,"org.apache.tomcat.jni.Poll",55,-23,23
"848","413690","tomcat","5.5.36","org.apache.tomcat.jni.Socket",38,1,0,0,39,703,0,0,37,1.027,75,0,0,0,0.25,0,0,0.0789,"org.apache.tomcat.jni.Socket",528,-175,175
"849","414154","tomcat","8.5.5","org.apache.tomcat.jni.SSL",50,1,0,2,51,1225,0,2,50,1.0204,195,0,0,0,0.1657,0,0,0.06,"org.apache.tomcat.jni.SSL",1176,-49,49
"850","414290","tomcat","8.5.5","org.apache.tomcat.jni.SSLContext",50,1,0,2,58,1213,0,2,49,0.9388,91,1,0,0,0.1673,0,0,0.8,"org.apache.tomcat.jni.SSLContext",1164,-49,49
"851","416133","tomcat","7.0.55","org.apache.tomcat.util.bcel.classfile.Attribute",9,1,19,35,47,26,29,28,7,0.9167,313,1,1,0,325,0,0,33.1111,"org.apache.tomcat.util.bcel.classfile.Attribute",4,-22,22
"852","417412","tomcat","7.0.55","org.apache.tomcat.util.bcel.classfile.ConstantPool",9,1,0,58,40,26,46,13,7,0.7917,397,1,1,0,0.3333,0,0,42.7778,"org.apache.tomcat.util.bcel.classfile.ConstantPool",1,-25,25
"853","418293","tomcat","7.0.55","org.apache.tomcat.util.bcel.classfile.JavaClass",14,0,0,12,43,61,2,11,12,0.8894,569,1,6,0,0.1769,0,0,38.5,"org.apache.tomcat.util.bcel.classfile.JavaClass",5,-56,56
"854","419477","tomcat","7.0.55","org.apache.tomcat.util.bcel.classfile.Utility",23,1,0,20,77,245,14,8,16,0.9636,1445,0.6,0,0,0.1402,0,0,61.6087,"org.apache.tomcat.util.bcel.classfile.Utility",15,-230,230
"855","419925","tomcat","7.0.72","org.apache.tomcat.util.buf.Ascii",13,1,0,5,15,64,5,0,12,0.8958,394,1,0,0,0.3333,0,0,28.6923,"org.apache.tomcat.util.buf.Ascii",6,-58,58
"856","420426","tomcat","6.0.45","org.apache.tomcat.util.buf.ByteChunk",58,1,0,65,84,441,61,6,54,0.7632,1420,0.9,2,0,0.1377,0,0,23.3103,"org.apache.tomcat.util.buf.ByteChunk",332,-109,109
"857","420943","tomcat","4.1.40","org.apache.tomcat.util.buf.C2BConverter",13,1,0,8,42,26,1,7,11,0.75,177,0.8333,3,0,0.25,0,0,12.1538,"org.apache.tomcat.util.buf.C2BConverter",5,-21,21
"858","422450","tomcat","3.3.2","org.apache.tomcat.util.buf.MessageBytes",40,1,0,23,98,40,19,6,37,0.7451,935,0.7647,3,0,0.1492,1,2,21.95,"org.apache.tomcat.util.buf.MessageBytes",0,-40,40
"859","423124","tomcat","5.5.36","org.apache.tomcat.util.buf.StringCache",22,1,0,6,76,143,2,6,14,873,1081,0.9333,2,0,0.1476,0,0,47.4545,"org.apache.tomcat.util.buf.StringCache",122,-21,21
"860","423690","tomcat","3.3.2","org.apache.tomcat.util.buf.UDecoder",13,1,0,4,41,78,1,3,9,1.0833,521,1,0,0,0.2137,0,0,39,"org.apache.tomcat.util.buf.UDecoder",36,-42,42
"861","424643","tomcat","8.0.5","org.apache.tomcat.util.codec.binary.Base64",28,0,0,3,50,342,0,3,23,0.8832,1985,0.9231,0,0,213,0,0,69.4286,"org.apache.tomcat.util.codec.binary.Base64",313,-29,29
"862","424731","tomcat","8.5.5","org.apache.tomcat.util.codec.binary.BaseNCodec",25,1,1,7,33,292,1,6,12,0.9826,459,0.75,0,0,295,0,0,16.88,"org.apache.tomcat.util.codec.binary.BaseNCodec",268,-24,24
"863","426522","tomcat","4.1.40","org.apache.tomcat.util.collections.SimpleHashtable",15,1,0,3,33,27,0,3,11,0.8016,475,0.8889,2,0,0.3571,0,0,30.0667,"org.apache.tomcat.util.collections.SimpleHashtable",2,-25,25
"864","426754","tomcat","4.1.40","org.apache.tomcat.util.collections.SimplePool",12,1,0,2,23,48,0,2,9,0.7576,224,0.6667,0,0,0.3636,0,0,16.9167,"org.apache.tomcat.util.collections.SimplePool",29,-19,19
"865","427055","tomcat","4.1.40","org.apache.tomcat.util.compat.JdkCompat",14,1,1,3,33,73,3,0,11,0.9808,213,0,1,0,0.1846,0,0,13.3571,"org.apache.tomcat.util.compat.JdkCompat",22,-51,51
"866","427204","tomcat","7.0.72","org.apache.tomcat.util.compat.JreCompat",11,1,1,6,29,41,3,4,9,0.88,196,1,1,0,0.2,0,0,16.3636,"org.apache.tomcat.util.compat.JreCompat",5,-36,36
"867","429107","tomcat","8.0.37","org.apache.tomcat.util.descriptor.web.JspPropertyGroup",26,0,0,4,34,253,2,2,26,0.9167,186,1,0,0,0.75,0,0,5.6923,"org.apache.tomcat.util.descriptor.web.JspPropertyGroup",228,-25,25
"868","429587","tomcat","8.0.37","org.apache.tomcat.util.descriptor.web.SecurityCollection",23,1,0,3,31,161,2,1,23,0.8352,516,1,0,0,0.5362,0,0,21.087,"org.apache.tomcat.util.descriptor.web.SecurityCollection",104,-57,57
"869","429632","tomcat","8.5.5","org.apache.tomcat.util.descriptor.web.SecurityConstraint",26,0,0,7,89,207,2,5,22,0.8291,1220,0.8182,1,0,0.18,0,0,45.5,"org.apache.tomcat.util.descriptor.web.SecurityConstraint",186,-21,21
"870","430382","tomcat","8.0.37","org.apache.tomcat.util.descriptor.web.WebXml",112,0,0,42,340,5302,10,32,97,0.96,6571,1,2,0,0.0574,0,0,57.2054,"org.apache.tomcat.util.descriptor.web.WebXml",5081,-221,221
"871","430573","tomcat","8.0.0-RC1","org.apache.tomcat.util.Diagnostics",26,1,0,3,178,169,0,3,20,0.8695,2190,1,0,0,0.0933,0,0,82.5,"org.apache.tomcat.util.Diagnostics",150,-19,19
"872","431029","tomcat","6.0.45","org.apache.tomcat.util.digester.CallMethodRule",20,0,0,4,52,114,1,4,19,0.5113,774,1,0,0,0.3056,0,0,37.35,"org.apache.tomcat.util.digester.CallMethodRule",60,-54,54
"873","431370","tomcat","7.0.72","org.apache.tomcat.util.digester.Digester",126,3,0,30,269,6411,23,24,120,915,2845,1,7,0.2026,0.0698,1,1,21.3492,"org.apache.tomcat.util.digester.Digester",2864,-3547,3547
"874","431771","tomcat","6.0.45","org.apache.tomcat.util.digester.FactoryCreateRule",20,0,0,5,51,156,1,5,19,0.6421,429,1,2,0,0.3714,0,0,20.2,"org.apache.tomcat.util.digester.FactoryCreateRule",71,-85,85
"875","432235","tomcat","6.0.45","org.apache.tomcat.util.digester.ObjectCreateRule",11,0,0,3,28,47,1,3,11,0.4,177,1,0,0,0.4727,0,0,14.9091,"org.apache.tomcat.util.digester.ObjectCreateRule",13,-34,34
"876","432922","tomcat","8.0.37","org.apache.tomcat.util.digester.Rule",12,1,30,36,13,54,36,1,12,0.8182,52,1,1,0,0.4167,0,0,3.1667,"org.apache.tomcat.util.digester.Rule",24,-30,30
"877","434711","tomcat","7.0.53","org.apache.tomcat.util.file.Matcher",15,1,0,4,42,93,1,3,8,0.8367,984,0.8571,1,0,0.1607,0,0,64.1333,"org.apache.tomcat.util.file.Matcher",10,-83,83
"878","435032","tomcat","3.3.2","org.apache.tomcat.util.http.BaseRequest",31,1,0,3,59,283,0,3,31,0.9045,542,0.0455,14,0,0.2645,0,0,15.7742,"org.apache.tomcat.util.http.BaseRequest",206,-77,77
"879","435448","tomcat","6.0.45","org.apache.tomcat.util.http.Cookies",20,1,0,9,66,144,3,6,16,0.8278,914,0.1818,2,0,0.2481,0,0,44.15,"org.apache.tomcat.util.http.Cookies",65,-79,79
"880","436094","tomcat","7.0.39","org.apache.tomcat.util.http.fileupload.disk.DiskFileItem",27,1,0,8,77,241,1,7,21,0.8726,584,0.9375,2,0,0.1731,0,0,20.037,"org.apache.tomcat.util.http.fileupload.disk.DiskFileItem",218,-23,23
"881","437357","tomcat","7.0.72","org.apache.tomcat.util.http.fileupload.FileUploadBase",29,1,1,18,84,368,5,15,15,0.9918,585,0.3846,1,0,0.1643,0,0,18.7241,"org.apache.tomcat.util.http.fileupload.FileUploadBase",342,-26,26
"882","438712","tomcat","7.0.72","org.apache.tomcat.util.http.fileupload.MultipartStream",30,1,0,8,47,267,3,6,11,0.8793,759,0.8,1,0,0.1621,0,0,23.6333,"org.apache.tomcat.util.http.fileupload.MultipartStream",248,-19,19
"883","440614","tomcat","8.0.37","org.apache.tomcat.util.http.LegacyCookieProcessor",29,1,0,15,98,350,1,15,16,0.9119,1453,1,1,0,0.1607,0,0,48.5862,"org.apache.tomcat.util.http.LegacyCookieProcessor",295,-55,55
"884","440732","tomcat","4.1.40","org.apache.tomcat.util.http.mapper.Mapper",44,1,0,11,95,738,0,11,22,0.8744,2541,0.8,2,0,0.1894,0,0,56.6364,"org.apache.tomcat.util.http.mapper.Mapper",229,-509,509
"885","442170","tomcat","7.0.72","org.apache.tomcat.util.http.MimeHeaders",22,1,0,15,47,75,12,5,19,0.6,493,0.8,1,0,0.3619,0,0,21.1818,"org.apache.tomcat.util.http.MimeHeaders",54,-21,21
"886","442545","tomcat","4.1.40","org.apache.tomcat.util.http.Parameters",29,0,0,8,96,198,0,8,22,0.7929,1429,0.4,11,0,0.1688,0,0,47.5862,"org.apache.tomcat.util.http.Parameters",99,-99,99
"887","442958","tomcat","6.0.45","org.apache.tomcat.util.http.parser.HttpParser",14,1,0,4,37,85,3,2,4,0.9231,805,1,0,0,0.2615,0,0,55.9286,"org.apache.tomcat.util.http.parser.HttpParser",23,-62,62
"888","443467","tomcat","6.0.45","org.apache.tomcat.util.http.ServerCookie",31,1,0,4,66,405,1,3,29,0.9458,785,875,5,0,0.2667,0,0,23.8065,"org.apache.tomcat.util.http.ServerCookie",103,-302,302
"889","444044","tomcat","7.0.72","org.apache.tomcat.util.IntrospectionUtils",33,1,0,16,108,388,10,6,32,0.8047,2175,0.5,0,0,0.1394,0,0,64.7879,"org.apache.tomcat.util.IntrospectionUtils",42,-346,346
"890","445662","tomcat","7.0.72","org.apache.tomcat.util.modeler.BaseModelMBean",33,1,0,5,92,316,1,5,30,816,1195,0.7778,3,0,0.1375,0,0,34.9394,"org.apache.tomcat.util.modeler.BaseModelMBean",229,-87,87
"891","446312","tomcat","7.0.72","org.apache.tomcat.util.modeler.ManagedBean",29,1,0,11,82,276,7,5,24,0.8976,1006,0.8,1,0,0.2063,0,0,33.1724,"org.apache.tomcat.util.modeler.ManagedBean",248,-28,28
"892","447308","tomcat","6.0.45","org.apache.tomcat.util.modeler.Registry",45,1,0,29,126,768,25,5,41,0.8159,1314,1,1,0,0.1705,0,0,27.9778,"org.apache.tomcat.util.modeler.Registry",436,-332,332
"893","447740","tomcat","8.0.37","org.apache.tomcat.util.net.AbstractEndpoint",136,1,4,84,240,8610,68,17,122,978,1671,1,4,0,0.1191,0,0,10.8824,"org.apache.tomcat.util.net.AbstractEndpoint",3623,-4987,4987
"894","448206","tomcat","6.0.45","org.apache.tomcat.util.net.AprEndpoint",109,0,0,32,218,5174,14,26,95,0.9597,2293,0.9355,7,0,0.1313,0,0,19.4679,"org.apache.tomcat.util.net.AprEndpoint",1757,-3417,3417
"895","450010","tomcat","6.0.45","org.apache.tomcat.util.net.JIoEndpoint",50,0,0,16,101,883,10,10,42,0.9163,885,0.8621,4,0,0.1367,0,0,16.12,"org.apache.tomcat.util.net.JIoEndpoint",59,-824,824
"896","450743","tomcat","3.3.2","org.apache.tomcat.util.net.jsse.JSSE14SocketFactory",9,0,0,5,50,28,1,4,1,0.75,377,1,1,0,0.4,0,0,40.5556,"org.apache.tomcat.util.net.jsse.JSSE14SocketFactory",1,-27,27
"897","451503","tomcat","3.3.2","org.apache.tomcat.util.net.jsse.JSSESocketFactory",19,0,2,5,60,155,2,3,6,0.9583,506,0.5,0,0,0.2222,0,0,25,"org.apache.tomcat.util.net.jsse.JSSESocketFactory",11,-144,144
